Student ID,Study Hours per Week,Attendance Rate,Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
S16089,11.4,95.9,87.4,Yes,Bachelor,Yes
S16090,17.3,100,65,Yes,Master,No
S16091,8.5,50.1,54,Yes,Associate,No
S16092,12.4,89.5,27.5,Yes,High School,No
S16093,7.5,90.8,66.7,Yes,Doctorate,No
S16094,14,85.4,90.9,No,Associate,Yes
S16095,7.2,92.5,80,No,Master,Yes
S16096,2.2,52.8,96.5,No,High School,No
S16097,16.9,50.9,54.5,No,Doctorate,No
S16098,4.5,100,71.9,No,Doctorate,Yes
S16099,22.3,77.1,62.5,Yes,Associate,No
S16100,7.6,99.2,83.3,No,High School,Yes
S16101,20.7,61,63.5,No,High School,No
S16102,3.2,53.9,81,Yes,Bachelor,No
S16103,15.1,49.6,50.4,No,Associate,No
S16104,12.5,91,62.8,No,Associate,No
S16105,14.2,97.6,60.4,Yes,Bachelor,No
S16106,3.5,87.7,58,Yes,High School,No
S16107,11.4,80.6,66.3,No,Associate,No
S16108,11.6,97.2,88.4,No,Doctorate,Yes
S16109,12,78,62.9,No,Master,No
S16110,13.9,47.6,60.4,No,Master,No
S16111,6.1,62.9,63.5,Yes,Doctorate,No
S16112,7.7,30.4,69.9,Yes,High School,No
S16113,10.4,66.2,74.1,Yes,Doctorate,Yes
S16114,12.6,70,58.1,Yes,High School,No
S16115,8.5,82.8,54,Yes,Associate,No
S16116,9.6,100,83.1,Yes,Doctorate,Yes
S16117,9.8,73.4,65,No,High School,No
S16118,11.5,89.4,56.5,No,Doctorate,No
S16119,8.5,71.3,69,Yes,Associate,No
S16120,16.7,82.1,81.3,Yes,Doctorate,Yes
S16121,8.1,74.4,56.4,Yes,High School,No
S16122,8.4,99.9,67.6,No,High School,No
S16123,16.6,80.8,64.9,Yes,Associate,No
S16124,17,51.1,92.3,No,Associate,No
S16125,14.7,66.5,59.9,Yes,Doctorate,No
S16126,9,57.2,64.1,Yes,Associate,No
S16127,5.7,94.5,81.3,No,Associate,Yes
S16128,8.7,77.9,45.3,Yes,High School,No
S16129,10.5,85.9,71.4,No,Associate,Yes
S16130,9.5,65,56.2,Yes,High School,No
S16131,6.7,92,89.2,Yes,High School,Yes
S16132,17,50.2,69.4,No,Associate,No
S16133,11.6,68.8,61.6,No,Doctorate,No
S16134,8,94.7,71.5,Yes,Associate,Yes
S16135,7.7,65.9,49.7,Yes,Bachelor,No
S16136,17.9,73.1,25.5,No,Bachelor,No
S16137,10.6,51.4,94,No,Doctorate,No
S16138,9.4,97,49.4,No,Bachelor,No
S16139,10.4,39.1,68.7,No,Bachelor,No
S16140,17.8,76.1,60.7,No,Bachelor,No
S16141,14.4,71.2,60.4,No,Bachelor,No
S16142,12.9,92.5,45.1,Yes,High School,No
S16143,7.5,58.8,53.6,Yes,High School,No
S16144,11.5,59.4,78.2,No,Master,No
S16145,5.4,38.1,74,Yes,Master,No
S16146,10.2,57.1,47.8,Yes,High School,No
S16147,12.1,74.1,62.5,No,Bachelor,No
S16148,9.6,76.9,79.9,No,High School,Yes
S16149,15.2,45.9,84,No,High School,No
S16150,10,50.9,44.8,No,Bachelor,No
S16151,11.7,73.3,32.3,No,Bachelor,No
S16152,7.3,76.7,60.7,No,Master,No
S16153,19,81.6,90.2,No,Doctorate,Yes
S16154,4.7,76.8,83.2,No,Doctorate,Yes
S16155,5.3,53.9,86.7,Yes,Master,No
S16156,12.2,48.3,41.3,No,High School,No
S16157,17.4,63.8,56.9,Yes,Associate,No
S16158,3.9,100,59.3,Yes,Doctorate,No
S16159,9,86.1,79.8,Yes,High School,Yes
S16160,4.9,82.2,77.5,No,Doctorate,Yes
S16161,8.5,100,83.7,No,Associate,Yes
S16162,5.4,56.6,45,No,Associate,No
S16163,6.1,100,99.4,Yes,Bachelor,Yes
S16164,10.4,100,76.5,Yes,Bachelor,Yes
S16165,11.1,47.7,88.6,Yes,High School,No
S16166,2.9,55,58.8,Yes,Bachelor,No
S16167,12,100,53.1,No,Bachelor,No
S16168,8.1,95.7,86.9,No,Doctorate,Yes
S16169,13.6,63.1,67.3,Yes,High School,No
S16170,13.9,76.6,56.8,Yes,Associate,No
S16171,13.1,92.8,60.2,No,Bachelor,No
S16172,5.8,100,69.7,Yes,High School,No
S16173,16.6,79.8,84.2,No,Master,Yes
S16174,6,80.6,65.7,No,Master,No
S16175,9.1,56.4,52.7,Yes,Master,No
S16176,14.5,72.1,62.9,Yes,Associate,No
S16177,1.5,45.9,58,Yes,Doctorate,No
S16178,16.3,74.4,84.3,Yes,Doctorate,Yes
S16179,6.4,27.6,56.8,No,Associate,No
S16180,8.1,82.2,38.8,Yes,Master,No
S16181,3.3,36.6,55.9,No,Master,No
S16182,5.3,77.9,61.1,Yes,High School,No
S16183,14.9,77.8,65.5,Yes,High School,No
S16184,11.4,78.6,68.6,No,Master,No
S16185,3.3,78.4,57.7,No,Doctorate,No
S16186,10.5,75.8,68.5,No,High School,No
S16187,14.2,76.5,82.8,No,Associate,Yes
S16188,11.3,74,91.3,No,Master,Yes
S16189,3.3,72.1,61.8,Yes,Bachelor,No
S16190,1,86.3,46.6,No,Doctorate,No
S16191,12.7,55.5,73.4,Yes,Doctorate,No
S16192,12.8,89.1,65.2,Yes,Associate,No
S16193,9.8,100,46.5,No,Master,No
S16194,1.8,65.7,54.9,No,High School,No
S16195,4.7,79.2,78.9,Yes,Doctorate,Yes
S16196,6.9,73.5,68.7,Yes,Associate,No
S16197,13.2,57.9,66.2,No,Master,No
S16198,10.5,65.5,77.9,No,Doctorate,Yes
S16199,4.9,74.4,77.8,No,Associate,Yes
S16200,5.4,74.4,98.1,Yes,Associate,Yes
S16201,3.9,81.3,88.3,No,Bachelor,Yes
S16202,7,100,71.4,No,Doctorate,Yes
S16203,10.4,86.3,55.2,No,Doctorate,No
S16204,13.5,77.8,69,No,High School,No
S16205,3.3,48.3,49.2,Yes,Associate,No
S16206,12.8,78.8,70.4,Yes,Bachelor,Yes
S16207,11.3,100,62.5,Yes,Associate,No
S16208,11.6,87.3,42.7,Yes,Doctorate,No
S16209,13.1,72.4,65.2,No,High School,No
S16210,10.1,100,100,Yes,Associate,Yes
S16211,22,100,60.1,Yes,High School,No
S16212,7.1,80,54.2,No,Associate,No
S16213,14.8,100,70.6,Yes,Master,Yes
S16214,10.7,83.1,57.3,No,Doctorate,No
S16215,13.8,67.7,66.2,Yes,Master,No
S16216,5,65.6,69.7,Yes,Doctorate,No
S16217,15.9,58.5,59.4,No,Master,No
S16218,3.9,55.2,62.7,Yes,Bachelor,No
S16219,13.2,86.1,75.7,No,Master,Yes
S16220,7,74.5,68.8,No,Bachelor,No
S16221,4.9,63.7,85.8,No,High School,No
S16222,13.5,65.3,73.6,No,Associate,Yes
S16223,14.1,78.9,95,No,Doctorate,Yes
S16224,14.7,100,79.6,No,Bachelor,Yes
S16225,10.8,90.2,65,No,Bachelor,No
S16226,6.4,68.3,76.1,No,Bachelor,Yes
S16227,12.2,62.3,60.6,Yes,Master,No
S16228,13.4,61.5,76.2,No,High School,No
S16229,14.3,53,87.4,No,High School,No
S16230,3.2,76.1,41,No,High School,No
S16231,7.5,100,47.8,No,Bachelor,No
S16232,0.5,67.1,59,No,Associate,No
S16233,13.7,45.9,75.8,Yes,Doctorate,No
S16234,8.9,71.1,80,No,Doctorate,Yes
S16235,2.6,100,36.2,No,Bachelor,No
S16236,17,37.3,84.1,No,Doctorate,No
S16237,4,55.2,71,Yes,High School,No
S16238,10.6,43.6,29.9,Yes,Master,No
S16239,8.6,61.7,62.4,No,Doctorate,No
S16240,6.8,95.5,83.2,No,Doctorate,Yes
S16241,10.1,71.8,55.5,Yes,High School,No
S16242,3.7,87,71.2,No,Bachelor,Yes
S16243,8.1,75.4,81.5,No,Master,Yes
S16244,10.6,50.3,39.1,Yes,High School,No
S16245,14.5,64.6,79.8,No,Bachelor,No
S16246,7.3,57.7,51.9,Yes,Bachelor,No
S16247,14.4,100,99.2,No,High School,Yes
S16248,12.5,85.7,35.7,Yes,Doctorate,No
S16249,7.7,58.3,54.3,Yes,Doctorate,No
S16250,8.4,85.5,54.6,No,High School,No
S16251,20,90.5,66.5,No,Associate,No
S16252,9,93.7,53.9,Yes,Doctorate,No
S16253,13.8,73.3,42.9,No,High School,No
S16254,13.6,95.3,85.8,Yes,Doctorate,Yes
S16255,4.1,62.8,63.6,No,Associate,No
S16256,14.1,76,89.5,Yes,Doctorate,Yes
S16257,1.7,38.4,63.9,Yes,Associate,No
S16258,15.1,69,48.4,No,Associate,No
S16259,4.9,69.1,65.1,No,Master,No
S16260,6.1,69.6,99.6,Yes,Master,Yes
S16261,1.7,100,49.8,Yes,Master,No
S16262,3.7,88.1,68.5,Yes,Doctorate,No
S16263,7.7,86.7,63.8,Yes,Bachelor,No
S16264,8.8,73.4,69.4,No,High School,No
S16265,4.2,83.6,63,Yes,Associate,No
S16266,11.3,86.9,59.3,No,Doctorate,No
S16267,12.9,75.9,48.7,Yes,High School,No
S16268,11.4,80.2,63.1,No,Associate,No
S16269,14.7,70.3,60.1,No,Bachelor,No
S16270,5,100,71.7,No,High School,Yes
S16271,11.3,66.5,61.8,Yes,Master,No
S16272,17.7,100,64.6,Yes,Bachelor,No
S16273,19.7,52.3,66.3,Yes,Master,No
S16274,10.3,100,49.2,No,High School,No
S16275,15.7,72.5,50.5,Yes,High School,No
S16276,6.4,59.5,49.5,Yes,High School,No
S16277,8.8,65.7,38.1,No,Doctorate,No
S16278,12.2,90.1,78.4,Yes,Doctorate,Yes
S16279,9.2,67.7,74.9,Yes,Master,Yes
S16280,11,30.5,58.2,No,Associate,No
S16281,17.9,94.3,66.3,No,Master,No
S16282,4.6,74.5,51.5,Yes,Associate,No
S16283,12.6,100,63.6,No,Bachelor,No
S16284,19.6,95.3,50.6,Yes,Bachelor,No
S16285,14.3,57.8,68.1,No,Master,No
S16286,3.4,77.5,69.5,Yes,High School,No
S16287,1.9,52.3,76.1,Yes,Bachelor,No
S16288,5.9,87.8,75.6,Yes,High School,Yes
S16289,21,56.9,52.5,No,Doctorate,No
S16290,11.2,100,71.6,Yes,Associate,Yes
S16291,9.1,100,71.4,Yes,Doctorate,Yes
S16292,19.1,70.1,59,No,Bachelor,No
S16293,8,49.7,73.7,No,Associate,No
S16294,15,84,55.8,No,Doctorate,No
S16295,6.3,74.2,57.8,Yes,Doctorate,No
S16296,5.3,34.6,80.4,Yes,High School,No
S16297,6.9,95,41.9,Yes,Master,No
S16298,20.8,51.3,70.5,No,Doctorate,No
S16299,4.7,80,88.9,Yes,Doctorate,Yes
S16300,17,76.8,66.2,Yes,Master,No
S16301,11.1,58.9,35.4,No,High School,No
S16302,14,79.1,53.4,No,Bachelor,No
S16303,13.7,64,79.9,No,Master,No
S16304,9.9,67.3,45.1,Yes,Doctorate,No
S16305,12.3,57,61.5,No,Master,No
S16306,18.6,92.1,60.1,Yes,Associate,No
S16307,7.3,52.4,61.5,No,Bachelor,No
S16308,3.8,66.8,37,No,High School,No
S16309,8.4,67.1,56.2,No,Doctorate,No
S16310,7,89.3,68.1,Yes,Master,No
S16311,13.4,62.4,57.3,Yes,Associate,No
S16312,18.2,67.4,74.1,No,Associate,Yes
S16313,6.3,83.9,46.2,No,Doctorate,No
S16314,0.9,61.3,68.1,Yes,Doctorate,No
S16315,18.1,93.2,53.4,No,High School,No
S16316,14.1,91.8,56.9,Yes,Bachelor,No
S16317,18,81.1,75.6,Yes,Doctorate,Yes
S16318,7,53.5,57.2,Yes,Bachelor,No
S16319,10.6,47.3,93.6,Yes,Associate,No
S16320,8.3,73.3,59.6,No,Associate,No
S16321,13.3,75.3,70.2,No,High School,Yes
S16322,14.8,69.8,63.6,No,Doctorate,No
S16323,15.2,72.8,42,Yes,Doctorate,No
S16324,12.6,100,60.4,No,Doctorate,No
S16325,11.2,100,56.3,No,Associate,No
S16326,14,52.9,58.4,Yes,Doctorate,No
S16327,0.2,80.8,95.1,No,High School,Yes
S16328,10.3,88.5,66.3,No,Master,No
S16329,9.6,100,53.5,Yes,High School,No
S16330,15.6,67.7,65.4,No,High School,No
S16331,10.8,59.7,40.2,No,Bachelor,No
S16332,14.1,69.7,65.9,Yes,Bachelor,No
S16333,11,48.2,80.4,No,Associate,No
S16334,6.2,100,100,No,Doctorate,Yes
S16335,9.7,40.2,62.9,No,High School,No
S16336,13.1,32,51.9,No,High School,No
S16337,12.8,89,59.4,No,Doctorate,No
S16338,10.5,83.6,67.6,Yes,Master,No
S16339,15.1,74.9,84.3,No,High School,Yes
S16340,16.2,87,65.1,No,Master,No
S16341,13.7,69.1,84.1,Yes,Bachelor,Yes
S16342,4.7,93.6,67.2,Yes,Doctorate,No
S16343,7.3,100,41.6,Yes,Associate,No
S16344,19.8,100,78.4,Yes,Bachelor,Yes
S16345,11.4,72.9,75.4,Yes,Master,Yes
S16346,20.6,88.9,61.6,Yes,High School,No
S16347,9.4,83.3,49.5,Yes,Bachelor,No
S16348,9.6,48.5,72.4,Yes,Doctorate,No
S16349,9.5,90.1,46.8,Yes,High School,No
S16350,6.1,87.2,47,Yes,Associate,No
S16351,4.3,100,100,No,Doctorate,Yes
S16352,12.5,98.3,47.9,No,High School,No
S16353,22.2,73,89.2,Yes,Associate,Yes
S16354,7.8,54.9,50.4,Yes,Doctorate,No
S16355,8.2,100,49.5,No,Doctorate,No
S16356,6.1,53.7,79.1,No,Bachelor,No
S16357,15.6,37.6,37.2,Yes,Doctorate,No
S16358,14.1,93,57.3,No,Bachelor,No
S16359,14.8,78.7,72.6,Yes,Doctorate,Yes
S16360,5.6,68.5,84.6,No,Master,Yes
S16361,0.6,65.7,84.5,Yes,Associate,Yes
S16362,13.4,90.8,67.7,Yes,Bachelor,No
S16363,20.6,29,50.4,No,Doctorate,No
S16364,7.9,79.3,53.2,Yes,Master,No
S16365,21.4,96.3,36.2,No,High School,No
S16366,14.1,50.1,62,No,Associate,No
S16367,3,57.7,48.1,Yes,Associate,No
S16368,14.3,65.9,82.9,Yes,High School,Yes
S16369,15.9,71.5,59,No,High School,No
S16370,12,82.5,98.3,Yes,Master,Yes
S16371,9.7,74,52.4,Yes,Master,No
S16372,8.8,53,88.2,No,High School,No
S16373,4.1,88.3,68.5,No,Doctorate,No
S16374,6.6,100,71.1,No,Associate,Yes
S16375,7.9,48,39.5,No,Doctorate,No
S16376,10.6,60.2,58.9,Yes,Doctorate,No
S16377,7.2,100,67.7,Yes,Master,No
S16378,5.7,96.6,86.6,No,High School,Yes
S16379,13.8,58.6,56.8,No,High School,No
S16380,11.9,50.7,67.2,No,Doctorate,No
S16381,12.5,81.6,81.2,No,Associate,Yes
S16382,7.7,73.8,71.1,No,Master,Yes
S16383,14.9,87.9,73,No,Associate,Yes
S16384,7,58.2,67.3,Yes,High School,No
S16385,4.1,96.2,46.9,No,High School,No
S16386,9.3,76.2,61.9,No,High School,No
S16387,9.1,77.3,64.1,Yes,High School,No
S16388,11.1,79.5,94.1,Yes,Associate,Yes
S16389,13.7,90.1,74.7,No,Doctorate,Yes
S16390,16,35.5,77.1,No,Bachelor,No
S16391,9.3,89.3,54.5,No,Associate,No
S16392,10,67.5,73,Yes,Associate,Yes
S16393,2.1,63.8,47.1,No,Bachelor,No
S16394,9.3,53.5,58.3,No,Doctorate,No
S16395,13.7,92,58.8,No,High School,No
S16396,7.9,57.9,100,No,Associate,No
S16397,14.5,100,63.7,Yes,Bachelor,No
S16398,7.8,73.7,91.6,Yes,Associate,Yes
S16399,6.4,59.2,33.4,Yes,Master,No
S16400,7.9,53.4,56.2,No,Master,No
S16401,9.4,57.1,73.4,Yes,Master,No
S16402,8.6,93.1,50.2,Yes,High School,No
S16403,8.7,100,95.9,Yes,Doctorate,Yes
S16404,10.1,70.1,88.1,Yes,High School,Yes
S16405,13.3,70.4,75.2,Yes,Bachelor,Yes
S16406,9.7,37.8,49.9,Yes,Bachelor,No
S16407,3.2,56.5,65.3,Yes,Associate,No
S16408,11,100,87.9,Yes,Doctorate,Yes
S16409,15.4,53.4,71.2,No,High School,No
S16410,15.6,70,79.5,No,Master,Yes
S16411,12.9,77.1,60.4,Yes,Doctorate,No
S16412,6.3,100,56.7,No,Associate,No
S16413,9.3,60,40.8,Yes,High School,No
S16414,16.2,93,33.8,Yes,High School,No
S16415,2.5,63.1,51.6,No,Associate,No
S16416,8,43,54.1,No,Associate,No
S16417,8.3,100,74.9,Yes,Master,Yes
S16418,5.7,100,59.5,Yes,High School,No
S16419,14.4,83.2,74.6,No,Bachelor,Yes
S16420,11.9,62.4,40.6,No,Bachelor,No
S16421,6.4,52.2,70,No,Doctorate,No
S16422,13,86.2,43.1,Yes,Master,No
S16423,9.2,32.5,57.6,No,High School,No
S16424,6.4,66.6,60,Yes,Doctorate,No
S16425,12.2,66.2,49.1,Yes,Bachelor,No
S16426,14.7,53.5,83.7,Yes,Doctorate,No
S16427,12.7,73.8,86.8,Yes,High School,Yes
S16428,17.9,78.9,46.3,Yes,Doctorate,No
S16429,3.7,73.2,38.2,Yes,Bachelor,No
S16430,11.8,96.9,87.7,Yes,Master,Yes
S16431,14.2,76.2,45.6,Yes,Doctorate,No
S16432,9.5,89.3,64.9,No,Doctorate,No
S16433,21,66.2,55.1,No,Master,No
S16434,11.7,100,46.6,No,Associate,No
S16435,8.8,94.4,59.5,Yes,Associate,No
S16436,14.9,81.7,78.9,No,Associate,Yes
S16437,14.2,67.4,56.4,No,Bachelor,No
S16438,8,87.7,34.7,No,High School,No
S16439,12,35.3,69.5,Yes,High School,No
S16440,9,100,74.2,Yes,High School,Yes
S16441,5.7,99.3,77.1,Yes,High School,Yes
S16442,18.3,77.2,61,Yes,Associate,No
S16443,5.8,82.6,49.5,No,Master,No
S16444,3,67.7,79.3,No,Associate,Yes
S16445,10.1,100,57.8,Yes,High School,No
S16446,9.9,72.2,61.1,Yes,Bachelor,No
S16447,15.9,65.5,75.1,Yes,High School,Yes
S16448,3.9,69.7,52.3,Yes,Doctorate,No
S16449,7.3,60.5,53.6,No,Doctorate,No
S16450,16.9,64.6,40.9,No,Associate,No
S16451,11.3,72.5,70.6,Yes,Bachelor,Yes
S16452,7.7,100,64.5,Yes,Doctorate,No
S16453,3.8,54.5,32.6,No,Master,No
S16454,12.1,98.6,56.7,Yes,High School,No
S16455,4.5,46.7,58.9,No,Master,No
S16456,10.5,45,83.7,No,High School,No
S16457,20.2,68.5,96.6,No,Bachelor,Yes
S16458,11.9,83.8,86.4,No,Master,Yes
S16459,3.9,67.5,70.6,No,Bachelor,Yes
S16460,18.6,33.8,100,Yes,Doctorate,No
S16461,17,71.2,61.8,No,Master,No
S16462,9.2,44.6,79.8,No,High School,No
S16463,5.5,75.1,100,No,Associate,Yes
S16464,8.5,85.3,50.6,No,High School,No
S16465,11.9,100,71.3,No,Master,Yes
S16466,4.8,34.2,67.3,No,Doctorate,No
S16467,15.1,69,53.5,Yes,Doctorate,No
S16468,13.1,97.6,64.5,Yes,Doctorate,No
S16469,7.5,78.1,59.5,No,High School,No
S16470,4.7,89.5,42.5,Yes,High School,No
S16471,15.1,100,84,Yes,Associate,Yes
S16472,12.7,80.9,79.2,Yes,Bachelor,Yes
S16473,7.2,62.9,81.3,Yes,High School,No
S16474,9.5,71.2,78.1,Yes,High School,Yes
S16475,4,66.8,65.7,No,Master,No
S16476,7.9,96.9,72.8,Yes,Doctorate,Yes
S16477,9.8,40.9,81.6,No,Bachelor,No
S16478,6.6,56.3,74.9,Yes,Master,No
S16479,1.2,99.9,56.7,No,Associate,No
S16480,4.7,87,55.7,No,Bachelor,No
S16481,18.2,83.7,53.9,No,Associate,No
S16482,11.2,88.9,46.5,Yes,Bachelor,No
S16483,8.6,84.6,67,No,Doctorate,No
S16484,7.9,70.4,40.7,No,Doctorate,No
S16485,12.6,73.1,53.6,No,Bachelor,No
S16486,10.5,66.9,63.1,No,Master,No
S16487,11.3,81,47.5,No,Associate,No
S16488,3,75.4,27.1,No,High School,No
S16489,9.5,100,62.5,Yes,Master,No
S16490,4,69.3,87.8,Yes,Bachelor,Yes
S16491,12.9,73.5,81.9,Yes,Bachelor,Yes
S16492,17.5,100,59.8,Yes,Master,No
S16493,2.3,51.1,94.2,No,Bachelor,No
S16494,7.7,75.3,72.9,Yes,Associate,Yes
S16495,13.8,45.1,48.5,No,Master,No
S16496,13.6,83.3,78.2,Yes,Master,Yes
S16497,5,86.7,51.2,No,Master,No
S16498,6.8,100,63.6,No,Bachelor,No
S16499,14.7,68.1,71,No,Associate,Yes
S16500,17.4,92.1,64.7,No,Master,No
S16501,9,88.8,73.1,No,Bachelor,Yes
S16502,10.2,100,70.6,No,Bachelor,Yes
S16503,8.8,83.5,43.2,No,Doctorate,No
S16504,11.7,62.1,65.4,Yes,Doctorate,No
S16505,7.6,65.7,72.2,No,High School,Yes
S16506,4.2,71.3,71.1,Yes,Associate,Yes
S16507,16.2,57.1,62.4,Yes,Doctorate,No
S16508,5.4,80.9,54.9,Yes,Bachelor,No
S16509,5.4,82.4,86.2,Yes,High School,Yes
S16510,12.1,82.3,63.7,No,Doctorate,No
S16511,7.5,44.3,43.4,Yes,Master,No
S16512,15.5,100,58,Yes,Master,No
S16513,13.7,100,63.8,Yes,Associate,No
S16514,19.9,100,90.9,Yes,Doctorate,Yes
S16515,10.9,68,59,Yes,High School,No
S16516,6.9,84.1,63.9,No,High School,No
S16517,10.3,59.6,75.4,Yes,Doctorate,No
S16518,5.3,90.2,42.4,Yes,Associate,No
S16519,11.4,52.5,54.6,No,Associate,No
S16520,3,45.5,70.5,Yes,High School,No
S16521,13.8,100,56.1,Yes,Doctorate,No
S16522,3.5,36.2,54.7,No,Doctorate,No
S16523,8,87,62.1,Yes,Bachelor,No
S16524,12.6,65.6,78.8,No,Bachelor,Yes
S16525,21,72.2,60.4,No,Associate,No
S16526,10.6,70.6,73.9,Yes,High School,Yes
S16527,14.8,91.9,50,Yes,Master,No
S16528,8.8,73.1,56.7,Yes,Bachelor,No
S16529,10.3,72.5,43.4,Yes,Associate,No
S16530,12.8,80.8,48.1,Yes,Associate,No
S16531,10,76.7,96.8,Yes,High School,Yes
S16532,16.1,50.9,77.4,Yes,Doctorate,No
S16533,13.6,73.3,75.2,Yes,Associate,Yes
S16534,16.3,81.8,66.9,No,Master,No
S16535,12.2,84.1,57.2,No,Doctorate,No
S16536,2.3,98.8,41.3,Yes,High School,No
S16537,10.3,70.8,71.8,Yes,Associate,Yes
S16538,15.2,95.6,37.4,Yes,Master,No
S16539,3.9,100,64.8,Yes,Doctorate,No
S16540,16.9,76.5,60.5,Yes,Master,No
S16541,6,100,79.4,No,Bachelor,Yes
S16542,5.3,65.4,62.1,No,Associate,No
S16543,7.5,73.6,75.2,No,Associate,Yes
S16544,4.2,100,77.2,No,Associate,Yes
S16545,12.2,87.6,66.7,No,Doctorate,No
S16546,13.3,81.1,51.5,No,Associate,No
S16547,13.3,100,63.5,Yes,Associate,No
S16548,8.6,78,76.4,No,Bachelor,Yes
S16549,6.7,74.1,72,No,Bachelor,Yes
S16550,18.4,52.1,55.3,Yes,Associate,No
S16551,15.4,61.8,63.8,Yes,Associate,No
S16552,14,79.2,49.1,No,Bachelor,No
S16553,12.6,75.4,100,No,Master,Yes
S16554,3.8,87.1,67.1,No,Doctorate,No
S16555,13.2,74.7,27.3,Yes,Doctorate,No
S16556,10.6,69.6,51.1,No,Bachelor,No
S16557,16.3,83.3,85.4,No,Associate,Yes
S16558,14,81.6,77.4,No,Master,Yes
S16559,1.6,72.8,59.9,No,Doctorate,No
S16560,9.6,100,76.9,No,Bachelor,Yes
S16561,7.2,100,60.9,Yes,Master,No
S16562,11.3,40.8,70.3,No,Associate,No
S16563,7.9,91.6,45.7,No,High School,No
S16564,8.6,77.1,61,No,Bachelor,No
S16565,10.6,56.2,52,Yes,Bachelor,No
S16566,2.4,47.8,67.9,No,Master,No
S16567,5.8,82.7,48.3,No,Bachelor,No
S16568,8.7,56.4,66.7,Yes,Bachelor,No
S16569,25,75.4,19.6,Yes,Associate,No
S16570,16.2,54.4,59.1,No,Associate,No
S16571,5.3,97.5,64,No,High School,No
S16572,10.3,58.1,80.9,Yes,Master,No
S16573,6.1,100,70.9,No,Master,Yes
S16574,9.5,71.1,55.8,Yes,Master,No
S16575,5.4,71.8,69.3,No,Associate,No
S16576,6.3,65.8,87.5,Yes,Doctorate,Yes
S16577,9.4,100,69.1,No,Associate,No
S16578,11.9,79.2,41.8,No,Bachelor,No
S16579,10.1,62.8,61.3,No,Doctorate,No
S16580,6.3,54,44,No,High School,No
S16581,17,62.5,79.5,No,Associate,No
S16582,24.7,57.5,70.2,Yes,High School,No
S16583,8.2,49.8,93.6,Yes,High School,No
S16584,1.4,96.6,65.5,Yes,Doctorate,No
S16585,10.6,93.6,54.3,Yes,Bachelor,No
S16586,9,67.5,70.3,No,Doctorate,Yes
S16587,19.9,100,60.7,Yes,Associate,No
S16588,18.3,86.8,84.4,Yes,Doctorate,Yes
S16589,14.3,53.4,66.5,No,Bachelor,No
S16590,7.1,45.8,55.2,No,Associate,No
S16591,13.4,81.1,68,No,High School,No
S16592,11.3,84.5,69.7,Yes,Bachelor,No
S16593,11.2,49.1,68.4,Yes,Master,No
S16594,15.3,92.1,66.4,Yes,Master,No
S16595,10.5,100,56.5,No,Bachelor,No
S16596,9.5,76.7,68.7,Yes,Doctorate,No
S16597,7,76.1,51.2,No,Associate,No
S16598,6,66,53.3,Yes,Master,No
S16599,11.6,100,94.5,Yes,Master,Yes
S16600,1.3,86.1,57.2,Yes,Doctorate,No
S16601,13.9,58.2,71,No,Associate,No
S16602,4.7,90.6,40.6,Yes,Master,No
S16603,19.1,56,78.3,Yes,Master,No
S16604,5.7,66.1,70.9,Yes,Master,Yes
S16605,6.4,57.8,40.4,No,High School,No
S16606,15.7,56.9,55.3,No,Doctorate,No
S16607,19.3,47,79.1,Yes,Master,No
S16608,2.3,61,47.8,No,Associate,No
S16609,5.2,64.3,72.5,No,Master,No
S16610,5.6,48,68.8,Yes,Associate,No
S16611,14.7,85.8,40.4,No,Associate,No
S16612,4.6,67.4,76.6,No,Bachelor,Yes
S16613,3.6,95.3,61.1,No,Bachelor,No
S16614,9.4,67.7,68.1,Yes,Bachelor,No
S16615,16.7,100,64.7,No,Associate,No
S16616,9.9,78.8,25.2,No,Master,No
S16617,13.8,74.5,91,No,High School,Yes
S16618,14.2,25.8,71.6,No,High School,No
S16619,5.2,78,72.8,Yes,Master,Yes
S16620,6.1,62.3,71.8,No,Master,No
S16621,6.5,67.6,70.4,Yes,Bachelor,Yes
S16622,19.6,43.2,67.2,Yes,Doctorate,No
S16623,12.3,86,72.7,Yes,Bachelor,Yes
S16624,3.4,78.6,54.6,Yes,High School,No
S16625,12.4,77.8,100,No,High School,Yes
S16626,13.6,34.7,66.8,Yes,Bachelor,No
S16627,1.2,63.6,85.5,No,Doctorate,No
S16628,13.9,77.5,61.7,Yes,Associate,No
S16629,8.2,100,70.1,Yes,High School,Yes
S16630,3.4,50.8,65.9,No,Master,No
S16631,5.2,72.1,57.2,Yes,Bachelor,No
S16632,3.6,92.6,65,Yes,Doctorate,No
S16633,8.8,88.1,60.6,Yes,Doctorate,No
S16634,16,72.5,59.6,No,Doctorate,No
S16635,17.6,75.2,38.9,Yes,Associate,No
S16636,0.8,86.4,60.2,No,Bachelor,No
S16637,10.5,91.9,94,Yes,Associate,Yes
S16638,11.5,74.1,70.3,No,Master,Yes
S16639,15.4,65.2,86.9,Yes,Bachelor,Yes
S16640,19.1,53.3,81.1,No,Master,No
S16641,14.5,82.1,43.9,No,High School,No
S16642,12.2,54.9,64.7,Yes,Bachelor,No
S16643,13.4,78.2,51.8,No,Bachelor,No
S16644,2.7,96.3,39.6,Yes,Master,No
